transaction_id,event_ts,province,channel,merchant_category,customer_segment,amount_cad,risk_score,risk_tier,reason_code,is_fraud
TX0017288,2026-08-12 04:40:00,QC,E-commerce,Dining,Affluent,268.72,0.9365487920024536,Critical,"international, unusual hour",0
TX0026216,2026-03-23 19:57:00,ON,E-commerce,Travel,Everyday,452.02,0.9365431421952798,Critical,international,0
TX0008613,2026-06-16 09:50:00,AB,E-commerce,Cash,Affluent,272.43,0.9364872979121112,Critical,international,0
TX0006909,2026-08-24 01:24:00,NB,Point of sale,Travel,Everyday,911.45,0.936386710566805,Critical,"international, high amount, unusual hour",0
TX0056756,2026-04-16 14:05:00,ON,E-commerce,Electronics,Affluent,67.97,0.9363231302826137,Critical,international,0
TX0022951,2026-05-15 00:13:00,ON,E-commerce,Travel,Everyday,210.57,0.936183348099537,Critical,"international, unusual hour",0
TX0044208,2026-05-12 17:51:00,ON,E-commerce,Dining,New-to-bank,39.59,0.9361576415429251,Critical,"international, low device trust",0
TX0049591,2026-08-26 07:29:00,ON,E-commerce,Grocery,Student,89.14,0.9358605069623114,Critical,"international, low device trust",0
TX0016058,2026-07-01 08:21:00,BC,Mobile wallet,Travel,New-to-bank,455.46,0.9358278301238891,Critical,international,0
TX0036571,2026-05-25 00:18:00,ON,Point of sale,Electronics,Affluent,413.43,0.9357943023730412,Critical,"international, unusual hour",1
TX0029170,2026-01-09 02:48:00,BC,E-commerce,Electronics,Everyday,774.75,0.9357556861359232,Critical,"high amount, unusual hour",0
TX0009129,2026-07-02 20:08:00,ON,E-commerce,Electronics,Everyday,164.23,0.9357207592459325,Critical,"international, low device trust",1
TX0058798,2026-05-25 11:02:00,QC,E-commerce,Other,New-to-bank,23.47,0.9356043932801452,Critical,international,0
TX0013380,2026-08-19 14:36:00,QC,E-commerce,Cash,Affluent,287.7,0.9355546597612049,Critical,international,0
TX0055720,2026-02-21 02:07:00,MB,E-commerce,Travel,New-to-bank,190.96,0.9355431461008128,Critical,"international, unusual hour",0
TX0032337,2026-05-22 08:35:00,QC,Point of sale,Electronics,Everyday,452.86,0.9354816290568614,Critical,international,0
TX0033870,2026-05-15 04:13:00,AB,E-commerce,Other,Everyday,126.83,0.9353784370325432,Critical,"low device trust, high velocity, unusual hour",1
TX0039042,2026-05-05 02:49:00,MB,Mobile wallet,Digital services,Everyday,170.39,0.9353354702672868,Critical,"international, unusual hour",0
TX0006734,2026-06-17 22:33:00,ON,E-commerce,Travel,Small business,385.61,0.9351759924368421,Critical,international,0
TX0015531,2026-07-23 13:31:00,ON,E-commerce,Travel,Everyday,41.32,0.935109301625914,Critical,international,0
TX0031254,2026-06-03 10:28:00,QC,Mobile wallet,Travel,Everyday,175.43,0.9350893108076958,Critical,"international, distance anomaly",0
TX0039082,2026-02-23 14:52:00,ON,E-commerce,Travel,Everyday,217.73,0.9349367293690439,Critical,"international, high velocity",0
TX0007583,2026-04-02 03:05:00,ON,E-commerce,Travel,Everyday,60.25,0.9349207319850428,Critical,"international, unusual hour",0
TX0017788,2026-04-08 08:08:00,QC,E-commerce,Travel,New-to-bank,815.19,0.9348958349119627,Critical,high amount,0
TX0007930,2026-06-20 21:09:00,ON,E-commerce,Other,Affluent,31.75,0.9346921940511865,Critical,international,0
TX0009962,2026-02-11 14:16:00,QC,E-commerce,Fuel,Everyday,710.37,0.9346388749335326,Critical,"low device trust, high amount",0
TX0048488,2026-01-15 21:22:00,ON,Point of sale,Electronics,Everyday,750.26,0.9344931939451869,Critical,"international, high amount",0
TX0059859,2026-01-28 06:31:00,BC,Recurring,Travel,Everyday,291.59,0.9344603295050348,Critical,"international, high velocity",0
TX0022428,2026-03-26 23:39:00,QC,E-commerce,Travel,Everyday,491.14,0.9342814682398559,Critical,"international, low device trust, unusual hour",0
TX0017813,2026-08-11 14:55:00,NS,Mobile wallet,Electronics,New-to-bank,1350.92,0.9342584997170427,Critical,high amount,0
TX0004877,2026-04-03 20:00:00,ON,ATM,Grocery,Student,668.71,0.9342002954308032,Critical,"international, high amount",0
TX0019704,2026-01-10 03:20:00,AB,E-commerce,Travel,Affluent,200.56,0.934105129402606,Critical,"international, unusual hour",0
TX0030517,2026-03-13 12:27:00,MB,E-commerce,Dining,Everyday,251.95,0.9340704462112643,Critical,"low device trust, high velocity, distance anomaly",1
TX0010048,2026-03-19 20:57:00,ON,E-commerce,Travel,Everyday,610.6,0.9339905742567093,Critical,"international, high amount",0
TX0009490,2026-08-14 00:32:00,QC,E-commerce,Other,Student,109.75,0.9339795166473506,Critical,"international, unusual hour",0
TX0026020,2026-02-13 18:45:00,BC,E-commerce,Electronics,Small business,331.77,0.9335690464226836,Critical,international,1
TX0033176,2026-04-28 22:59:00,ON,E-commerce,Travel,Everyday,350.1,0.9335306489606789,Critical,international,0
TX0041134,2026-07-03 03:29:00,ON,E-commerce,Electronics,Everyday,163.81,0.9334976907171728,Critical,"international, unusual hour",0
TX0049842,2026-06-28 08:45:00,NS,E-commerce,Fuel,Small business,80.42,0.933489243306847,Critical,international,0
TX0041945,2026-06-22 18:33:00,MB,E-commerce,Electronics,Affluent,32.71,0.9334892360389153,Critical,international,0
TX0018117,2026-04-12 23:17:00,ON,E-commerce,Dining,Student,103.3,0.9333320742391765,Critical,"international, unusual hour",1
TX0046982,2026-06-28 05:50:00,AB,E-commerce,Travel,Affluent,242.37,0.9332892071597501,Critical,international,0
TX0009907,2026-08-13 08:36:00,QC,E-commerce,Grocery,New-to-bank,147.83,0.9329878409693912,Critical,international,0
TX0047792,2026-05-31 05:20:00,QC,Mobile wallet,Travel,New-to-bank,164.13,0.9328078240110373,Critical,"international, high velocity",0
TX0055604,2026-07-30 06:51:00,ON,E-commerce,Other,Student,124.39,0.9326375853670905,Critical,international,0
TX0054937,2026-01-04 12:36:00,ON,E-commerce,Dining,Everyday,81.05,0.932581384906912,Critical,international,0
TX0014648,2026-06-22 22:20:00,QC,E-commerce,Travel,Student,1222.44,0.9324526636305066,Critical,high amount,0
TX0035020,2026-05-21 16:54:00,ON,E-commerce,Electronics,Student,90.03,0.9324085977869871,Critical,international,0
TX0055028,2026-06-24 04:58:00,ON,E-commerce,Travel,Everyday,202.56,0.9323547279851842,Critical,"international, unusual hour",0
TX0054910,2026-02-06 17:41:00,ON,E-commerce,Digital services,Small business,81.31,0.9323058149801375,Critical,international,0
TX0014237,2026-04-29 09:16:00,ON,E-commerce,Electronics,New-to-bank,909.98,0.9322804144264102,Critical,high amount,0
TX0006914,2026-03-23 18:36:00,ON,E-commerce,Travel,Everyday,143.86,0.9321108471033582,Critical,international,1
TX0028144,2026-06-28 06:40:00,NS,Point of sale,Travel,New-to-bank,887.78,0.9320018496434622,Critical,"international, high amount",0
TX0032030,2026-05-23 12:49:00,ON,E-commerce,Dining,Affluent,239.98,0.9319863863148807,Critical,international,0
TX0020201,2026-06-06 15:03:00,QC,E-commerce,Electronics,Small business,976.7,0.9319375860920804,Critical,high amount,0
TX0039703,2026-05-18 01:58:00,AB,Point of sale,Electronics,Student,357.91,0.9319006388259489,Critical,"international, unusual hour",0
TX0044465,2026-08-22 15:53:00,ON,E-commerce,Digital services,Everyday,68.83,0.9318376798218857,Critical,international,0
TX0037036,2026-02-06 22:36:00,ON,E-commerce,Electronics,Small business,672.39,0.9318358348311155,Critical,"high amount, distance anomaly",0
TX0000175,2026-02-13 00:30:00,AB,E-commerce,Other,Everyday,304.27,0.9316578195787439,Critical,"international, unusual hour",0
TX0046674,2026-05-26 23:21:00,BC,Mobile wallet,Other,Everyday,1222.84,0.931520993570567,Critical,"high amount, unusual hour",0
TX0012920,2026-08-10 00:22:00,QC,E-commerce,Grocery,Everyday,842.71,0.9313927926910323,Critical,"high amount, unusual hour",0
TX0055945,2026-02-14 19:47:00,AB,E-commerce,Travel,Student,117.92,0.9313119376436633,Critical,international,0
TX0048880,2026-04-12 00:51:00,ON,Point of sale,Other,Everyday,964.12,0.9312852806583698,Critical,"high velocity, high amount, unusual hour",1
TX0050663,2026-04-29 10:49:00,ON,E-commerce,Other,New-to-bank,13.9,0.9312528508290356,Critical,international,0
TX0044527,2026-05-17 07:22:00,QC,E-commerce,Other,Everyday,725.63,0.9312181573474617,Critical,high amount,1
